Period,Position,Seniority,Global_exp,Local_exp,Salary
2020_H1,Business analyst,Senior,7.0,7.0,2800
2020_H1,Business analyst,Middle,4.0,2.0,2670
2020_H1,Business analyst,Middle,2.0,1.0,2500
2020_H1,Business analyst,Middle,3.0,0.5,2200
2020_H1,Business analyst,Middle,5.0,10.0,2500
2020_H1,Business analyst,Middle,2.0,0.5,2200
2020_H1,Business analyst,Middle,3.0,1.0,2200
2020_H1,Business analyst,Middle,2.0,0.0,2200
2020_H1,Business analyst,Middle,4.0,0.5,2200
2020_H1,Business analyst,Middle,4.0,1.0,2200
2020_H1,Business analyst,Middle,3.0,0.5,2150
2020_H1,Business analyst,Middle,4.0,0.5,2200
2020_H1,Business analyst,Middle,5.0,3.0,2150
2020_H1,Business analyst,Middle,2.0,0.0,2100
2020_H1,Business analyst,Lead,10.0,8.0,2100
2020_H1,Business analyst,Middle,3.0,2.0,2100
2020_H1,Business analyst,Middle,4.0,4.0,2812
2020_H1,Business analyst,Middle,4.0,0.5,2000
2020_H1,Business analyst,Middle,3.0,2.0,2000
2020_H1,Business analyst,Senior,6.0,1.0,2100
2020_H1,Business analyst,Junior,1.0,0.5,2500
2020_H1,Business analyst,Junior,1.0,1.0,2200
2020_H1,Business analyst,Senior,6.0,6.0,2300
2020_H1,Business analyst,Middle,4.0,0.0,2500
2020_H1,Business analyst,Middle,5.0,0.0,2500
2020_H1,Business analyst,Senior,6.0,0.5,2500
2020_H1,Business analyst,Lead,10.0,4.0,2500
2020_H1,Business analyst,Senior,6.0,3.0,2470
2020_H1,Business analyst,Middle,3.0,3.0,2450
2020_H1,Business analyst,Middle,4.0,4.0,2300
2020_H1,Business analyst,Middle,2.0,2.0,2400
2020_H1,Business analyst,Lead,9.0,3.0,2400
2020_H1,Business analyst,Middle,2.0,0.5,2400
2020_H1,Business analyst,Middle,5.0,2.0,2350
2020_H1,Business analyst,Middle,5.0,1.0,2300
2020_H1,Business analyst,Middle,4.0,1.0,2300
2020_H1,Business analyst,Middle,3.0,2.0,2300
2020_H1,Business analyst,Middle,4.0,9.0,2400
2020_H1,Business analyst,Middle,5.0,2.0,2850
2020_H1,Business analyst,Lead,8.0,6.0,4000
2020_H1,Business analyst,Lead,8.0,0.5,3000
2020_H1,Business analyst,Middle,4.0,0.0,3600
2020_H1,Business analyst,Senior,6.0,1.0,3600
2020_H1,Business analyst,Lead,9.0,2.0,3600
2020_H1,Business analyst,Senior,7.0,5.0,3700
2020_H1,Business analyst,Lead,9.0,0.0,3700
2020_H1,Business analyst,Middle,5.0,2.0,3700
2020_H1,Business analyst,Lead,8.0,2.0,3800
2020_H1,Business analyst,Senior,6.0,1.0,3800
2020_H1,Business analyst,Lead,10.0,2.0,3800
2020_H1,Business analyst,Lead,10.0,0.5,3850
2020_H1,Business analyst,Senior,7.0,4.0,3900
2020_H1,Business analyst,Middle,3.0,3.0,3900
2020_H1,Business analyst,Senior,6.0,2.0,3990
2020_H1,Business analyst,Senior,6.0,2.0,4000
2020_H1,Business analyst,Lead,10.0,10.0,4000
2020_H1,Business analyst,Lead,8.0,7.0,4000
2020_H1,Business analyst,Lead,10.0,1.0,4000
2020_H1,Business analyst,Lead,10.0,4.0,5200
2020_H1,Business analyst,Lead,10.0,1.0,2000
2020_H1,Business analyst,Lead,10.0,1.0,4750
2020_H1,Business analyst,Lead,10.0,1.0,4700
2020_H1,Business analyst,Lead,10.0,2.0,4600
2020_H1,Business analyst,Lead,9.0,5.0,4500
2020_H1,Business analyst,Senior,6.0,1.0,3570
2020_H1,Business analyst,Lead,10.0,4.0,4500
2020_H1,Business analyst,Middle,5.0,5.0,4250
2020_H1,Business analyst,Lead,10.0,6.0,4200
2020_H1,Business analyst,Middle,5.0,2.0,4200
2020_H1,Business analyst,Senior,7.0,2.0,4180
2020_H1,Business analyst,Lead,8.0,3.0,4100
2020_H1,Business analyst,Middle,5.0,4.0,4000
2020_H1,Business analyst,Lead,10.0,6.0,4300
2020_H1,Business analyst,Middle,5.0,1.0,3500
2020_H1,Business analyst,Lead,10.0,0.5,3500
2020_H1,Business analyst,Lead,10.0,0.5,3500
2020_H1,Business analyst,Lead,8.0,4.0,3000
2020_H1,Business analyst,Senior,7.0,2.0,3000
2020_H1,Business analyst,Middle,5.0,5.0,3000
2020_H1,Business analyst,Senior,7.0,2.0,3000
2020_H1,Business analyst,Senior,7.0,4.0,3000
2020_H1,Business analyst,Middle,3.0,0.5,3000
2020_H1,Business analyst,Middle,4.0,0.5,3000
2020_H1,Business analyst,Middle,4.0,1.0,3000
2020_H1,Business analyst,Middle,4.0,2.0,3000
2020_H1,Business analyst,Lead,10.0,0.25,3000
2020_H1,Business analyst,Middle,5.0,3.0,3000
2020_H1,Business analyst,Middle,3.0,8.0,3000
2020_H1,Business analyst,Middle,4.0,1.0,3000
2020_H1,Business analyst,Middle,3.0,3.0,3000
2020_H1,Business analyst,Middle,2.0,2.0,3000
2020_H1,Business analyst,Middle,5.0,1.0,2900
2020_H1,Business analyst,Senior,6.0,1.0,3040
2020_H1,Business analyst,Senior,6.0,6.0,3100
2020_H1,Business analyst,Lead,9.0,4.0,3500
2020_H1,Business analyst,Senior,6.0,0.0,3500
2020_H1,Business analyst,Lead,10.0,2.0,3500
2020_H1,Business analyst,Lead,8.0,2.0,3400
2020_H1,Business analyst,Lead,10.0,5.0,3370
2020_H1,Business analyst,Lead,10.0,7.0,3350
2020_H1,Business analyst,Senior,7.0,0.0,3090
2020_H1,Business analyst,Middle,4.0,7.0,3325
2020_H1,Business analyst,Middle,4.0,2.0,3300
2020_H1,Business analyst,Senior,7.0,0.5,3300
2020_H1,Business analyst,Middle,2.0,0.5,3250
2020_H1,Business analyst,Middle,3.0,2.0,3200
2020_H1,Business analyst,Lead,9.0,0.0,3200
2020_H1,Business analyst,Middle,5.0,1.0,3200
2020_H1,Business analyst,Senior,6.0,2.0,3300
2020_H1,Business analyst,Middle,2.0,1.0,2000
2020_H1,Business analyst,Middle,5.0,2.0,1000
2020_H1,Business analyst,Senior,6.0,2.0,2000
2020_H1,Business analyst,Junior,1.0,1.0,800
2020_H1,Business analyst,Junior,1.0,1.0,800
2020_H1,Business analyst,Middle,2.0,2.0,800
2020_H1,Business analyst,Junior,1.0,1.0,850
2020_H1,Business analyst,Junior,1.0,1.0,850
2020_H1,Business analyst,Lead,10.0,2.0,900
2020_H1,Business analyst,Middle,4.0,4.0,2000
2020_H1,Business analyst,Junior,1.0,1.0,900
2020_H1,Business analyst,Junior,1.0,1.0,900
2020_H1,Business analyst,Junior,1.0,0.0,920
2020_H1,Business analyst,Junior,1.0,1.0,960
2020_H1,Business analyst,Junior,1.0,1.0,1000
2020_H1,Business analyst,Middle,2.0,2.0,1000
2020_H1,Business analyst,Junior,1.0,0.0,1000
2020_H1,Business analyst,Middle,5.0,4.0,1000
2020_H1,Business analyst,Middle,2.0,1.0,1000
2020_H1,Business analyst,Junior,1.0,1.0,1000
2020_H1,Business analyst,Junior,1.0,1.0,1200
2020_H1,Business analyst,Middle,4.0,3.0,1200
2020_H1,Business analyst,Middle,2.0,2.0,1200
2020_H1,Business analyst,Middle,2.0,0.5,1150
2020_H1,Business analyst,Middle,2.0,1.0,1150
2020_H1,Business analyst,Middle,4.0,1.0,1140
2020_H1,Business analyst,Junior,1.0,0.0,750
2020_H1,Business analyst,Middle,2.0,2.0,1100
2020_H1,Business analyst,Junior,1.0,0.5,1000
2020_H1,Business analyst,Middle,2.0,1.0,1000
2020_H1,Business analyst,Lead,8.0,2.0,1000
2020_H1,Business analyst,Middle,5.0,5.0,1000
2020_H1,Business analyst,Junior,1.0,0.0,1000
2020_H1,Business analyst,Middle,4.0,1.0,1000
2020_H1,Business analyst,Middle,2.0,0.0,1100
2020_H1,Business analyst,Middle,2.0,0.0,1200
2020_H1,Business analyst,Junior,1.0,1.0,750
2020_H1,Business analyst,Middle,2.0,2.0,727
2020_H1,Business analyst,Junior,0.5,0.5,245
2020_H1,Business analyst,Junior,0.5,0.5,300
2020_H1,Business analyst,Junior,1.0,1.0,315
2020_H1,Business analyst,Junior,1.0,1.0,350
2020_H1,Business analyst,Junior,1.0,1.0,400
2020_H1,Business analyst,Junior,1.0,1.0,400
2020_H1,Business analyst,Junior,1.0,1.0,405
2020_H1,Business analyst,Junior,0.5,0.5,410
2020_H1,Business analyst,Junior,0.0,0.0,470
2020_H1,Business analyst,Middle,2.0,2.0,487
2020_H1,Business analyst,Junior,1.0,0.5,500
2020_H1,Business analyst,Junior,1.0,1.0,500
2020_H1,Business analyst,Junior,0.5,0.5,500
2020_H1,Business analyst,Junior,0.5,0.5,500
2020_H1,Business analyst,Junior,1.0,1.0,550
2020_H1,Business analyst,Junior,1.0,1.0,550
2020_H1,Business analyst,Junior,1.0,1.0,590
2020_H1,Business analyst,Junior,1.0,1.0,700
2020_H1,Business analyst,Junior,1.0,0.5,700
2020_H1,Business analyst,Middle,4.0,0.5,700
2020_H1,Business analyst,Junior,0.0,0.0,700
2020_H1,Business analyst,Middle,2.0,0.25,700
2020_H1,Business analyst,Junior,0.0,0.0,700
2020_H1,Business analyst,Junior,0.5,0.5,740
2020_H1,Business analyst,Junior,1.0,1.0,680
2020_H1,Business analyst,Junior,1.0,3.0,650
2020_H1,Business analyst,Junior,0.5,0.25,630
2020_H1,Business analyst,Junior,1.0,0.25,625
2020_H1,Business analyst,Junior,0.25,0.25,600
2020_H1,Business analyst,Middle,3.0,0.25,600
2020_H1,Business analyst,Junior,1.0,1.0,600
2020_H1,Business analyst,Middle,3.0,3.0,675
2020_H1,Business analyst,Junior,0.5,2.0,1200
2020_H1,Business analyst,Middle,3.0,1.0,900
2020_H1,Business analyst,Middle,2.0,10.0,1200
2020_H1,Business analyst,Middle,3.0,2.0,1700
2020_H1,Business analyst,Middle,4.0,0.0,1700
2020_H1,Business analyst,Middle,4.0,2.0,1700
2020_H1,Business analyst,Middle,3.0,0.0,1700
2020_H1,Business analyst,Middle,3.0,2.0,1700
2020_H1,Business analyst,Middle,2.0,2.0,1700
2020_H1,Business analyst,Junior,0.0,3.0,1700
2020_H1,Business analyst,Senior,7.0,6.0,1700
2020_H1,Business analyst,Middle,2.0,0.5,1735
2020_H1,Business analyst,Middle,3.0,2.0,1800
2020_H1,Business analyst,Middle,2.0,2.0,1800
2020_H1,Business analyst,Middle,2.0,0.25,1800
2020_H1,Business analyst,Senior,6.0,5.0,1800
2020_H1,Business analyst,Middle,5.0,0.25,1800
2020_H1,Business analyst,Middle,2.0,1.0,1800
2020_H1,Business analyst,Middle,3.0,0.0,1800
2020_H1,Business analyst,Middle,3.0,0.5,1888
2020_H1,Business analyst,Middle,3.0,3.0,2000
2020_H1,Business analyst,Lead,10.0,10.0,2000
2020_H1,Business analyst,Middle,3.0,3.0,2000
2020_H1,Business analyst,Middle,2.0,0.5,2000
2020_H1,Business analyst,Middle,3.0,1.0,2000
2020_H1,Business analyst,Middle,5.0,1.0,2000
2020_H1,Business analyst,Middle,4.0,2.0,1700
2020_H1,Business analyst,Middle,2.0,0.5,1200
2020_H1,Business analyst,Middle,3.0,3.0,2000
2020_H1,Business analyst,Middle,5.0,5.0,1955
2020_H1,Business analyst,Senior,7.0,1.0,1900
2020_H1,Business analyst,Middle,4.0,4.0,1900
2020_H1,Business analyst,Middle,4.0,0.0,1900
2020_H1,Business analyst,Middle,3.0,2.0,1900
2020_H1,Business analyst,Junior,1.0,2.0,2000
2020_H1,Business analyst,Middle,2.0,1.0,1600
2020_H1,Business analyst,Middle,3.0,0.5,2000
2020_H1,Business analyst,Junior,0.5,0.5,1600
2020_H1,Business analyst,Middle,3.0,1.0,1400
2020_H1,Business analyst,Middle,4.0,0.0,1400
2020_H1,Business analyst,Middle,2.0,2.0,1400
2020_H1,Business analyst,Middle,3.0,2.0,1300
2020_H1,Business analyst,Middle,2.0,2.0,1300
2020_H1,Business analyst,Senior,6.0,6.0,1300
2020_H1,Business analyst,Senior,6.0,3.0,1400
2020_H1,Business analyst,Middle,2.0,0.5,1300
2020_H1,Business analyst,Junior,0.25,0.25,1300
2020_H1,Business analyst,Lead,10.0,0.5,1200
2020_H1,Business analyst,Middle,4.0,2.0,1200
2020_H1,Business analyst,Middle,4.0,2.0,1200
2020_H1,Business analyst,Middle,2.0,0.0,1200
2020_H1,Business analyst,Middle,4.0,0.5,1600
2020_H1,Business analyst,Junior,1.0,0.5,1300
2020_H1,Business analyst,Junior,1.0,0.25,1400
2020_H1,Business analyst,Middle,2.0,1.0,1200
2020_H1,Business analyst,Middle,3.0,0.0,1420
2020_H1,Business analyst,Middle,4.0,0.25,1600
2020_H1,Business analyst,Senior,6.0,1.0,1420
2020_H1,Business analyst,Middle,2.0,1.0,1600
2020_H1,Business analyst,Lead,10.0,3.0,1500
2020_H1,Business analyst,Middle,2.0,1.0,1500
2020_H1,Business analyst,Middle,3.0,3.0,1500
2020_H1,Business analyst,Middle,3.0,0.5,1500
2020_H1,Business analyst,Middle,3.0,1.0,1550
2020_H1,Business analyst,Junior,1.0,0.5,1500
2020_H1,Business analyst,Middle,3.0,2.0,1500
2020_H1,Business analyst,Middle,2.0,0.25,1450
2020_H1,Business analyst,Junior,1.0,0.0,1500
2020_H1,Business analyst,Middle,3.0,1.0,1500
2020_H1,Business analyst,Junior,1.0,0.0,1500
2020_H1,Business analyst,Middle,3.0,1.0,1500
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,600
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,600
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,600
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,600
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,600
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,600
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,600
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,1 рік,600
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,600
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,600
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,600
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,600
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,640
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,650
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,700
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,700
2020_H2,"Analyst (Business, Data, System)",Lead,8 років,3 роки,700
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,700
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,3 місяці,700
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,700
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,580
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,633
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,576
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,350
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Менше як 3 місяці,528
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,230
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,260
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,260
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,280
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,300
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,300
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Менше як 3 місяці,315
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,350
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,350
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,350
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,550
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,400
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,430
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,450
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,450
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,450
2020_H2,"Analyst (Business, Data, System)",Middle,5 років,2 роки,450
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,500
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,500
2020_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,500
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,500
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,500
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,500
2020_H2,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,430
2020_H2,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,714
2020_H2,"Analyst (Business, Data, System)",Middle,5 років,3 роки,750
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,750
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2500
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2500
2020_H2,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2500
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2500
2020_H2,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2500
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2500
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2500
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,2450
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2400
2020_H2,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2400
2020_H2,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2400
2020_H2,"Analyst (Business, Data, System)",Lead,8 років,3 роки,2400
2020_H2,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,2400
2020_H2,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,2375
2020_H2,"Analyst (Business, Data, System)",Senior,6 років,Пів року,2350
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2350
2020_H2,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2300
2020_H2,"Analyst (Business, Data, System)",Senior,6 років,1 рік,2500
2020_H2,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2300
2020_H2,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,2500
