Period,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,Пів року,2350,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,2450,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,3 роки,2400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,2400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,Пів року,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,Пів року,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,6 років,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,3 роки,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,1715,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,1800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1810,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,Пів року,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,2 роки,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,4 роки,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,5 років,1955,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,1860,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2600,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,3 роки,2600,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,2650,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,2650,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,5 років,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,Менше як 3 місяці,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,3 роки,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,2 роки,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,3900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,8 років,3800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,2 роки,3800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,3800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,6 років,3800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,2 роки,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,2 роки,3800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,3650,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,5 років,3700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,4 роки,4000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,4 роки,4100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,Пів року,Менше як 3 місяці,1050,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,2 роки,5500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,4 роки,5400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,5300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,5300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,4 роки,5200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,3 місяці,5000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,3 місяці,5000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,2 роки,4500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,Пів року,4500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,4500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,4500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,1 рік,4500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,4300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,Пів року,4300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,Менше як 3 місяці,4275,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,Пів року,4250,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,9 років,Пів року,4200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Менше як 3 місяці,4200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,4200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,4200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,1 рік,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,Менше як 3 місяці,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,9 років,2 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,3 місяці,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,4 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,9 років,2 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,5 років,2900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,3 роки,2900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2900,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,5 років,2800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,3 роки,2800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,2800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,7 років,2750,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,2741,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,2700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,2700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,2700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,2700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2800,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,4 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,4 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,2 роки,3400,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,3350,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,3 місяці,3350,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,3 роки,3300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,3300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,3 місяці,3300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,3300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,2 роки,3250,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,9 років,Пів року,3200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,3200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,9 років,1 рік,3200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,3190,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,10 і більше років,3135,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,3100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,3100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,3100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,3100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,Пів року,3100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,3020,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,1 рік,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,7 років,Менше як 3 місяці,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,Менше як 3 місяці,3500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,5 років,1700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,2 роки,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,4 роки,1600,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,600,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,633,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,640,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,650,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,8 років,3 роки,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,600,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,700,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,714,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,9 років,715,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,750,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,3 роки,750,3709.76928710938
